path,kind,loc,last_commit_date,last_commit_subject,classification,confidence,inbound_refs_count,inbound_refs,outbound_refs,breaks_if_deleted,notes
config/pdg_2025_species_reference_v1.json,json,2517,2026-07-30,"Config: PDG-2025 species reference, pTHat and robustness contracts",ACTIVE,high,2,tests/test_pdg_species_audit.py:17; tools/pdg_2025_species_audit.py:36; PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md:439(doc); SimulationScripts/Simulation_README.md:61(doc); SimulationScripts/Simulation_README.md:77(doc); SimulationScripts/Simulation_README.md:94(doc); ValidationReports/PREPRODUCTION_GATE_REPORT_20260730.md:109(doc); ValidationReports/PREPRODUCTION_GATE_REPORT_20260730.md:125(doc) (+1 more),tools/pdg_2025_species_audit.py,make registry; generate_registry_artifacts.py inputs. Immediate.,Signed registries feeding the generated headers.
config/pthat_sensitivity_v1.json,json,248,2026-07-31,Record the Gate-B owner approval in the exact required schema,ACTIVE-DORMANT,medium,5,tests/test_pthat_sensitivity.py:38; tests/test_pthat_sensitivity.py:953; tools/evaluate_pthat_sensitivity.py:403; tools/evaluate_pthat_sensitivity.py:2006; tools/evaluate_pthat_sensitivity.py:2039; SimulationScripts/Simulation_README.md:190(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:269(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:410(doc),config/heavy_flavour_pair_registry_v1.json; config/heavy_flavour_species_v1.json,evaluate_pthat_sensitivity.py + tests/test_pthat_sensitivity.py. Test failure.,
config/statistical_robustness_v1.json,json,182,2026-08-03,Set pTHatMin to 2.0: make the multiplicity classes interpretable,ACTIVE-DORMANT,medium,12,tests/test_final_origin_closure.py:142; tests/test_final_origin_closure.py:214; tests/test_statistical_robustness.py:35; tests/test_statistical_robustness.py:251; tests/test_statistical_robustness.py:371; tests/test_statistical_robustness.py:794; tests/test_statistical_robustness.py:834; tests/test_statistical_robustness.py:874 (+6 more),PlottingScripts/configuration_multiplicity_reduced_JUNCTIONS_THnSparse.json; config/heavy_flavour_pair_registry_v1.json,statistical_robustness.py + tests/test_statistical_robustness.py. Test failure.,
config/tune_difference_allowlist_v1.json,json,58,2026-08-03,Set pTHatMin to 2.0: make the multiplicity classes interpretable,ACTIVE,high,8,Makefile:132; tools/apply_card_config.py:4; tools/apply_card_config.py:37; tools/build_canonical_manifest.py:136; tools/evaluate_pthat_sensitivity.py:404; tools/generate_registry_artifacts.py:323; tools/statistical_robustness.py:353; tools/validate_tune_cards.py:99 (+6 more),,make cards / cards-current / set-pthat; raw files embed its checksum. Deleting it invalidates validation of all existing data.,SOURCE of shared card values; handoff key-file table.
docs/DESIGN_AND_RATIONALE.md,markdown,406,2026-08-01,campaign: canonical job size 1000 jobs x 100k successes per tune,SUPPORT,high,0,AnalysisScripts/Analysis_README.md:3(doc); PlottingScripts/README.md:3(doc); README.md:24(doc); REPRODUCIBILITY.md:10(doc); SimulationScripts/Simulation_README.md:3(doc),,Documentation only. Nothing executes.,Authoritative design record; the no-design-only-in-code rule.
docs/NIKHEF_BRINGUP.md,markdown,132,2026-08-03,Fill in the Nikhef bring-up checklist content,SUPPORT,high,0,README.md:21(doc); REPRODUCIBILITY.md:8(doc),,Documentation only. Nothing executes.,Cluster bring-up order.
docs/WORKSPACE.md,markdown,160,2026-08-03,Restore the runnable pipeline; add portable Makefile and doctor,SUPPORT,high,1,Makefile:5; README.md:19(doc); REPRODUCIBILITY.md:7(doc),,Documentation only. Nothing executes.,"Dependencies, paths, storage."
docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md,markdown,460,2026-07-30,"Docs, submit wrappers, and environment setup for the publication pipeline",UNSURE,low,0,,,Nothing. They are dated audit records.,"Gate-era audits. FULL_PRODUCTION_...20260730.md has zero inbound of any kind and is the sole referrer for the two LEGACY gate templates and ValidateGateDPilotAnalysis.C. Blocked on: keep as historical record, or delete with the gate layer?"
docs/audits/PRE_IMPLEMENTATION_SOURCE_OF_TRUTH_AUDIT.md,markdown,375,2026-07-30,Implement publication-grade production and analysis contracts,UNSURE,low,0,REPOSITORY_FILE_CATALOG.md:331(doc); REPOSITORY_FILE_CATALOG.md:658(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:281(doc),,Nothing. They are dated audit records.,"Gate-era audits. FULL_PRODUCTION_...20260730.md has zero inbound of any kind and is the sole referrer for the two LEGACY gate templates and ValidateGateDPilotAnalysis.C. Blocked on: keep as historical record, or delete with the gate layer?"
docs/templates/FINAL_SCIENTIFIC_REVIEW.template.json,json,20,2026-07-30,"Docs, submit wrappers, and environment setup for the publication pipeline",LEGACY,high,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:282(doc),,Nothing. Zero code inbound.,"Gate-layer authorisation schemas. The consuming runners (tools/run_publication_gate_{a,b,c,d}.py) were deleted on physics-focus. Only mention is the gate-era audit doc. Last change cad683555 2026-07-30."
docs/templates/PUBLICATION_DATASET_AUTHORIZATION.template.json,json,47,2026-07-30,"Docs, submit wrappers, and environment setup for the publication pipeline",LEGACY,high,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:283(doc),config/dataset_selector.json,Nothing. Zero code inbound.,"Gate-layer authorisation schemas. The consuming runners (tools/run_publication_gate_{a,b,c,d}.py) were deleted on physics-focus. Only mention is the gate-era audit doc. Last change cad683555 2026-07-30."
make_subsamples.sh,shell,25,2026-07-30,"Docs, submit wrappers, and environment setup for the publication pipeline",ACTIVE-DORMANT,high,0,AnalysisScripts/Analysis_README.md:299(doc); AnalysisScripts/Analysis_README.md:303(doc); PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md:1377(doc); PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md:1420(doc); REPOSITORY_FILE_CATALOG.md:659(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:92(doc); docs/audits/PRE_IMPLEMENTATION_SOURCE_OF_TRUTH_AUDIT.md:229(doc); docs/audits/PRE_IMPLEMENTATION_SOURCE_OF_TRUTH_AUDIT.md:351(doc),merge_root_files.sh,Compatibility entry point to the merge.,Execs merge_root_files.sh (:25).
merge_root_files.sh,shell,224,2026-08-03,Restore the runnable pipeline; add portable Makefile and doctor,ACTIVE-DORMANT,high,4,make_subsamples.sh:10; make_subsamples.sh:25; tests/test_pair_block_closure.py:17; tools/resubmit_held.py:13; AnalysisScripts/Analysis_README.md:270(doc); PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md:1376(doc); README.md:88(doc); REPOSITORY_FILE_CATALOG.md:29(doc) (+5 more),AnalysisScripts/MergeCanonicalAnalysis.C; Validation/validate_pair_block_closure.sh; Validation/validate_pair_directory.sh; setupEnv.sh; tools/validate_analysis_outputs.py,The merge stage. NEVER a deletion candidate.,"BROKEN: calls deleted tools/merged_pair_provenance.py (:98,:169,:174) and reads block_NN.jsonl (:191) that make manifest never writes. Handoff next-step 4."
plotting_documentation.md,markdown,485,2026-07-30,"Docs, submit wrappers, and environment setup for the publication pipeline",UNSURE,low,0,PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md:1764(doc); REPOSITORY_FILE_CATALOG.md:601(doc); REPOSITORY_FILE_CATALOG.md:663(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:120(doc); docs/audits/PRE_IMPLEMENTATION_SOURCE_OF_TRUTH_AUDIT.md:142(doc),,Nothing.,17 KB plotting doc last changed cad683555 2026-07-30; overlaps PlottingScripts/README.md.
runCondorJob.sh,shell,339,2026-08-03,Resolve the data root before using it; separate in-flight from killed,ACTIVE,high,15,Makefile:113; submitCondor_10M.sub:4; submitCondor_10M.sub:31; submitCondor_hf_10M.sub:4; submitCondor_hf_10M.sub:37; submitCondor_hf_90M.sub:4; submitCondor_hf_90M.sub:36; submitCondor_hf_90M_resubmit_4181781_held38.sub:4 (+18 more),Validation/ValidateRawOutput.C; Validation/validate_raw_output.sh; setupEnv.sh; tools/campaign.py,Every production job fails at Condor start; submit files name it as executable.,render_production_submit.py:271; Nikhef submit_HF_PT2_smoke.sub:2.
run_status_analysis.sh,shell,373,2026-08-03,Restore the runnable pipeline; add portable Makefile and doctor,ACTIVE,high,2,tests/test_analysis_raw_input_contract.py:21; tools/render_analysis_submit.py:177; AnalysisScripts/Analysis_README.md:114(doc); PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md:1537(doc); REPOSITORY_FILE_CATALOG.md:661(doc); REPOSITORY_FILE_CATALOG.md:666(doc); REPOSITORY_FILE_CATALOG.md:676(doc); REPOSITORY_FILE_CATALOG.md:678(doc) (+3 more),AnalysisScripts/status_analysis_THnSparse_qq.C; Validation/validate_pair_directory.sh; setupEnv.sh,Analysis Condor jobs fail; render_analysis_submit.py:277 names it as executable.,Carries the raw_v5/v7 defect (see report F5).
setupEnv.sh,shell,212,2026-08-03,Export the pinned versions so the ROOT validator sees them,ACTIVE,high,50,AnalysisScripts/CountEvents/count_events.sh:18; AnalysisScripts/CountEvents/count_events.sh:20; AnalysisScripts/run_bb_analysis.sh:56; AnalysisScripts/run_bb_analysis.sh:57; AnalysisScripts/run_bb_analysis.sh:62; AnalysisScripts/run_cc_analysis.sh:58; AnalysisScripts/run_cc_analysis.sh:59; AnalysisScripts/run_cc_analysis.sh:64 (+223 more),config/dependencies.conf; config/dependencies.local.conf.example,"Producer build, every ROOT macro, every worker. Immediate.","Sourced by runCondorJob.sh:169, build_producer.sh:11, run_status_analysis.sh:146, merge_root_files.sh:30, run_paper_plots.sh:270, all 4 Validation/*.sh."
submitCondor_10M.sub,condor-submit,80,2026-05-14,Point Condor templates at Nikhef main checkout,LEGACY,high,1,update_submit_paths.sh:31; REPOSITORY_FILE_CATALOG.md:669(doc),runCondorJob.sh; setupEnv.sh,Nothing. They cannot run: runCondorJob.sh:27-31 requires $1 == '--campaign' and exactly 15 args; these pass 4-5 positional args.,"Pre-campaign submit stack. Also hardcode executable=/data/alice/ipardoza/Hadronization-main, a checkout path that no longer exists, violating the Makefile:4-5 / WORKSPACE rule that no tracked script contains a machine-specific path. Only inbound: update_submit_paths.sh."
submitCondor_hf_10M.sub,condor-submit,65,2026-07-05,Harden HF Condor retries and resubmit missing jobs,LEGACY,high,1,update_submit_paths.sh:32; REPOSITORY_FILE_CATALOG.md:670(doc),runCondorJob.sh; setupEnv.sh,Nothing. They cannot run: runCondorJob.sh:27-31 requires $1 == '--campaign' and exactly 15 args; these pass 4-5 positional args.,"Pre-campaign submit stack. Also hardcode executable=/data/alice/ipardoza/Hadronization-main, a checkout path that no longer exists, violating the Makefile:4-5 / WORKSPACE rule that no tracked script contains a machine-specific path. Only inbound: update_submit_paths.sh."
submitCondor_hf_90M.sub,condor-submit,224,2026-07-05,Harden HF Condor retries and resubmit missing jobs,LEGACY,high,1,update_submit_paths.sh:33; REPOSITORY_FILE_CATALOG.md:671(doc),runCondorJob.sh; setupEnv.sh,Nothing. They cannot run: runCondorJob.sh:27-31 requires $1 == '--campaign' and exactly 15 args; these pass 4-5 positional args.,"Pre-campaign submit stack. Also hardcode executable=/data/alice/ipardoza/Hadronization-main, a checkout path that no longer exists, violating the Makefile:4-5 / WORKSPACE rule that no tracked script contains a machine-specific path. Only inbound: update_submit_paths.sh."
submitCondor_hf_90M_resubmit_4181781_held38.sub,condor-submit,65,2026-05-14,Point Condor templates at Nikhef main checkout,LEGACY,high,1,update_submit_paths.sh:34; REPOSITORY_FILE_CATALOG.md:672(doc),runCondorJob.sh,Nothing. They cannot run: runCondorJob.sh:27-31 requires $1 == '--campaign' and exactly 15 args; these pass 4-5 positional args.,"Pre-campaign submit stack. Also hardcode executable=/data/alice/ipardoza/Hadronization-main, a checkout path that no longer exists, violating the Makefile:4-5 / WORKSPACE rule that no tracked script contains a machine-specific path. Only inbound: update_submit_paths.sh."
submitCondor_hf_CLOSEPACKING_100M.sub,condor-submit,44,2026-07-05,Harden HF Condor retries and resubmit missing jobs,LEGACY,high,1,update_submit_paths.sh:35; REPOSITORY_FILE_CATALOG.md:673(doc),runCondorJob.sh; setupEnv.sh,Nothing. They cannot run: runCondorJob.sh:27-31 requires $1 == '--campaign' and exactly 15 args; these pass 4-5 positional args.,"Pre-campaign submit stack. Also hardcode executable=/data/alice/ipardoza/Hadronization-main, a checkout path that no longer exists, violating the Makefile:4-5 / WORKSPACE rule that no tracked script contains a machine-specific path. Only inbound: update_submit_paths.sh."
submitCondor_hf_missing_4862182_resubmit.sub,condor-submit,74,2026-07-05,Harden HF Condor retries and resubmit missing jobs,LEGACY,high,0,REPOSITORY_FILE_CATALOG.md:674(doc),runCondorJob.sh,Nothing. They cannot run: runCondorJob.sh:27-31 requires $1 == '--campaign' and exactly 15 args; these pass 4-5 positional args.,"Pre-campaign submit stack. Also hardcode executable=/data/alice/ipardoza/Hadronization-main, a checkout path that no longer exists, violating the Makefile:4-5 / WORKSPACE rule that no tracked script contains a machine-specific path. Only inbound: update_submit_paths.sh."
submit_status_analysis.sh,shell,64,2026-08-03,Restore the runnable pipeline; add portable Makefile and doctor,ACTIVE,high,0,AnalysisScripts/Analysis_README.md:175(doc); AnalysisScripts/Analysis_README.md:186(doc); PUBLICATION_READY_CODING_AGENT_INSTRUCTIONS.md:1375(doc); README.md:87(doc); REPOSITORY_FILE_CATALOG.md:648(doc); REPOSITORY_FILE_CATALOG.md:678(doc); REPOSITORY_FILE_CATALOG.md:693(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:98(doc),Validation/validate_canonical_manifest.sh; tools/render_analysis_submit.py; tools/validate_analysis_outputs.py,Handoff next-step 3 command stops working. Immediate.,Named in handoff data-flow block and next-steps.
tests/test_analysis_boundary_binning.py,python,52,2026-07-30,Tooling and tests: publication gate runners A-D and supporting contracts,ACTIVE,high,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:292(doc),AnalysisScripts/status_analysis_THnSparse_qq.C,"make test / make check: Makefile:117 globs tests/test_*.py, so every file here is executed by target discovery.","Reached by glob, never by name. Makefile:117 globs tests/test_*.py = 21 files; the 3 .cpp files here are NOT run by make test."
tests/test_analysis_raw_input_contract.py,python,91,2026-08-01,Decouple the surviving tools from the deleted gate layer,ACTIVE,high,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:293(doc),AnalysisScripts/status_analysis_THnSparse_qq.C; Validation/TestAnalysisRawInputContract.C; run_status_analysis.sh; tools/render_analysis_submit.py; tools/validate_analysis_outputs.py,"make test / make check: Makefile:117 globs tests/test_*.py, so every file here is executed by target discovery.","Reached by glob, never by name. Makefile:117 globs tests/test_*.py = 21 files; the 3 .cpp files here are NOT run by make test."
tests/test_associate_origin_category.cpp,cpp-source,27,2026-07-30,Tooling and tests: publication gate runners A-D and supporting contracts,ACTIVE,high,1,tests/test_associate_origin_category_contract.py:28; docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:294(doc),AnalysisScripts/AssociateOriginCategoryContract.h,"make test / make check: Makefile:117 globs tests/test_*.py, so every file here is executed by target discovery.","Reached by glob, never by name. Makefile:117 globs tests/test_*.py = 21 files; the 3 .cpp files here are NOT run by make test."
tests/test_associate_origin_category_contract.py,python,49,2026-07-30,Tooling and tests: publication gate runners A-D and supporting contracts,ACTIVE,high,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:295(doc),tests/test_associate_origin_category.cpp,"make test / make check: Makefile:117 globs tests/test_*.py, so every file here is executed by target discovery.","Reached by glob, never by name. Makefile:117 globs tests/test_*.py = 21 files; the 3 .cpp files here are NOT run by make test."
tests/test_dataset_selector.py,python,135,2026-08-01,Decouple the surviving tools from the deleted gate layer,ACTIVE,high,0,REPOSITORY_FILE_CATALOG.md:681(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:299(doc),config/dataset_selector.json; tools/dataset_selector.py,"make test / make check: Makefile:117 globs tests/test_*.py, so every file here is executed by target discovery.","Reached by glob, never by name. Makefile:117 globs tests/test_*.py = 21 files; the 3 .cpp files here are NOT run by make test."
tests/test_external_header_warning_contract.py,python,24,2026-07-30,Tooling and tests: publication gate runners A-D and supporting contracts,ACTIVE,high,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:300(doc),Makefile; SimulationScripts/Makefile,"make test / make check: Makefile:117 globs tests/test_*.py, so every file here is executed by target discovery.","Reached by glob, never by name. Makefile:117 globs tests/test_*.py = 21 files; the 3 .cpp files here are NOT run by make test."
tests/test_final_origin_closure.py,python,246,2026-07-30,"raw_v7: auxiliary light-hadron compensation grid, and permanent N_ch calibration",ACTIVE,high,0,docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:301(doc),Validation/AuditOriginResolution.C; config/statistical_robustness_v1.json; tools/final_origin_closure.py,"make test / make check: Makefile:117 globs tests/test_*.py, so every file here is executed by target discovery.","Reached by glob, never by name. Makefile:117 globs tests/test_*.py = 21 files; the 3 .cpp files here are NOT run by make test."
tests/test_heavy_flavour_utils.cpp,cpp-source,410,2026-07-30,"raw_v7: auxiliary light-hadron compensation grid, and permanent N_ch calibration",ACTIVE,high,0,REPOSITORY_FILE_CATALOG.md:682(doc); docs/audits/FULL_PRODUCTION_CHANGE_JUSTIFICATION_AUDIT_20260730.md:307(doc),SimulationScripts/GeneratedHeavyFlavourRegistry.h; SimulationScripts/HeavyFlavourUtils.h; SimulationScripts/Sha256.h,"make test / make check: Makefile:117 globs tests/test_*.py, so every file here is executed by target discovery.","Reached by glob, never by name. Makefile:117 globs tests/test_*.py = 21 files; the 3 .cpp files here are NOT run by make test."
